data,valor
26/12/2025,5.5413
29/12/2025,5.5739
30/12/2025,5.5024
31/12/2025,5.5024
02/01/2026,5.4372
05/01/2026,5.4351
06/01/2026,5.3797
07/01/2026,5.388
08/01/2026,5.386
09/01/2026,5.3707
12/01/2026,5.376
13/01/2026,5.3764
14/01/2026,5.3795
15/01/2026,5.3846
16/01/2026,5.3798
19/01/2026,5.3653
20/01/2026,5.379
21/01/2026,5.3368
22/01/2026,5.3118
23/01/2026,5.2879
26/01/2026,5.276
27/01/2026,5.2392
28/01/2026,5.1838
29/01/2026,5.1956
30/01/2026,5.2301
02/02/2026,5.2587
03/02/2026,5.2236
04/02/2026,5.2359
05/02/2026,5.258
06/02/2026,5.2341
09/02/2026,5.1943
10/02/2026,5.2021
11/02/2026,5.1836
12/02/2026,5.1674
13/02/2026,5.2288
18/02/2026,5.2349
19/02/2026,5.2257
20/02/2026,5.2006
23/02/2026,5.1635
24/02/2026,5.1682
25/02/2026,5.144
26/02/2026,5.1382
27/02/2026,5.1495
02/03/2026,5.2001
03/03/2026,5.287
04/03/2026,5.2091
05/03/2026,5.2447
06/03/2026,5.2878
09/03/2026,5.2139
10/03/2026,5.1622
11/03/2026,5.1596
12/03/2026,5.2051
13/03/2026,5.2541
16/03/2026,5.2647
17/03/2026,5.2022
18/03/2026,5.2112
19/03/2026,5.2587
20/03/2026,5.28
23/03/2026,5.244
24/03/2026,5.2599
25/03/2026,5.2275
26/03/2026,5.2308
27/03/2026,5.2376
30/03/2026,5.2353
31/03/2026,5.2194
01/04/2026,5.1606
02/04/2026,5.1655
06/04/2026,5.1532
07/04/2026,5.1625
08/04/2026,5.0899
09/04/2026,5.0821
10/04/2026,5.0229
13/04/2026,5.0244
14/04/2026,4.9806
15/04/2026,4.9928
16/04/2026,5.0007
17/04/2026,4.9695
20/04/2026,4.9844
22/04/2026,4.9653
23/04/2026,4.9539
24/04/2026,5.0083
27/04/2026,4.97
28/04/2026,4.9878
29/04/2026,4.9985
30/04/2026,4.9886
04/05/2026,4.9587
05/05/2026,4.9242
06/05/2026,4.9274
07/05/2026,4.917
08/05/2026,4.8999
11/05/2026,4.8973
12/05/2026,4.8977
13/05/2026,4.9118
14/05/2026,4.9809
15/05/2026,5.0654
18/05/2026,5.0093
19/05/2026,5.0378
20/05/2026,5.0301
21/05/2026,5.0077
22/05/2026,5.014
25/05/2026,5.0072
26/05/2026,5.0211
27/05/2026,5.0579
28/05/2026,5.0517
29/05/2026,5.0569
01/06/2026,5.0303
02/06/2026,5.016
03/06/2026,5.0415
05/06/2026,5.1244
08/06/2026,5.1695
09/06/2026,5.1693
10/06/2026,5.1763
11/06/2026,5.1478
12/06/2026,5.0827
15/06/2026,5.043
16/06/2026,5.078
17/06/2026,5.0641
18/06/2026,5.1613
19/06/2026,5.1442
22/06/2026,5.1395
23/06/2026,5.1743
24/06/2026,5.2098
25/06/2026,5.1892
26/06/2026,5.1695
29/06/2026,5.1717
30/06/2026,5.1766
01/07/2026,5.195
02/07/2026,5.1945
03/07/2026,5.1717
06/07/2026,5.167
07/07/2026,5.1458
08/07/2026,5.1552
09/07/2026,5.1329
10/07/2026,5.1088
13/07/2026,5.1183
14/07/2026,5.0742
15/07/2026,5.0727
16/07/2026,5.0975
17/07/2026,5.1176
20/07/2026,5.0894
21/07/2026,5.078
22/07/2026,5.0638
23/07/2026,5.0807
24/07/2026,5.0666
27/07/2026,5.1005
28/07/2026,5.1177
29/07/2026,5.1217
30/07/2026,5.0739
31/07/2026,5.0773
03/08/2026,5.0723
04/08/2026,5.1053
05/08/2026,5.1154
06/08/2026,5.1017
07/08/2026,5.0908
10/08/2026,5.0963
11/08/2026,5.1285
12/08/2026,5.1639
13/08/2026,5.1859
14/08/2026,5.2236
